epoch,train_total_loss,train_main_loss,train_smooth_loss,val_total_loss,val_main_loss,val_smooth_loss,lr,epoch_time_sec
1,3.041011468398005,3.041011468398005,0.8266822341281336,3.380173262861759,3.380173262861759,0.6886299095942183,9.997532801828658e-05,191.89232897758484
2,2.5760157298442743,2.5760157298442743,0.8265480264980295,6.856337908900623,6.856337908900623,0.6935213753130995,9.990133642141359e-05,195.418226480484
3,2.6208421363313574,2.6208421363313574,0.8257775585600561,7.215415921413817,7.215415921413817,0.6882181445064846,9.977809823015401e-05,198.635409116745
4,2.5648097212287575,2.5648097212287575,0.823095521393103,3.8616615096105393,3.8616615096105393,0.6848603636501879,9.960573506572391e-05,196.434415102005
5,2.6214619232491283,2.6214619232491283,0.8219938748099266,4.798601063765663,4.798601063765663,0.6886368651942089,9.93844170297569e-05,199.48843932151794
6,2.549806744670783,2.549806744670783,0.821736989655379,4.880343094167918,4.880343094167918,0.6855569600910995,9.911436253643445e-05,200.84212803840637
7,2.5996184015876462,2.5996184015876462,0.8220747463068093,4.999897464540503,4.999897464540503,0.6876500056712569,9.879583809693738e-05,196.81990718841553
8,2.5493846761597507,2.5493846761597507,0.8206559797507028,3.8700657697496883,3.8700657697496883,0.6856012353813371,9.842915805643157e-05,198.8454520702362
9,2.554330766268025,2.554330766268025,0.8198375272010311,4.108145950205631,4.108145950205631,0.6843426436251883,9.801468428384717e-05,196.8228795528412
10,2.5742793637261574,2.5742793637261574,0.8204633371509087,2.462211966357636,2.462211966357636,0.6869776203793415,9.75528258147577e-05,195.70455050468445
11,2.640297421319295,2.640297421319295,0.8251681465847309,2.9141419161082345,2.9141419161082345,0.686422676653281,9.70440384477113e-05,198.19961953163147
12,2.533461414393138,2.533461414393138,0.8237271068305633,5.904333316369019,5.904333316369019,0.6862815664950429,9.64888242944126e-05,199.18852758407593
13,2.5782874994939826,2.5782874994939826,0.8233446541508865,7.513457645586831,7.513457645586831,0.6941334804955456,9.588773128419907e-05,200.4054787158966
14,2.554101504602031,2.554101504602031,0.8263108782456858,3.6934008991463636,3.6934008991463636,0.6852472220772998,9.5241352623301e-05,191.78049278259277
15,2.554303020850495,2.554303020850495,0.821891312910747,4.343729963367765,4.343729963367765,0.6863237686373891,9.455032620941843e-05,195.65631198883057
16,2.537533951141135,2.537533951141135,0.8223419747945965,3.4290295721907738,3.4290295721907738,0.6871997540749281,9.381533400219321e-05,196.84106850624084
17,2.5182877159151835,2.5182877159151835,0.8230152407965997,5.371899879839505,5.371899879839505,0.68737320950056,9.303710135019722e-05,200.00783443450928
18,2.4825371215204877,2.4825371215204877,0.8218846004521709,4.949628771589048,4.949628771589048,0.6860145869964078,9.22163962751008e-05,199.5520567893982
19,2.4964921005404905,2.4964921005404905,0.8213480727753675,3.9946128665534384,3.9946128665534384,0.6860405717044525,9.135402871372814e-05,199.75931358337402
20,2.491209639366484,2.491209639366484,0.8199614853154177,1.5002090204008685,1.5002090204008685,0.6865917025459748,9.045084971874742e-05,195.27100896835327
21,2.4624770849549193,2.4624770849549193,0.819829827748626,5.896105414862403,5.896105414862403,0.6861327026284729,8.950775061878456e-05,202.18848657608032
22,2.5373516704932273,2.5373516704932273,0.8189786294226302,3.9902040186455845,3.9902040186455845,0.686564589989926,8.852566213878951e-05,194.09357023239136
23,2.530034236245798,2.530034236245798,0.817818936090103,5.558653243252499,5.558653243252499,0.6845330842126072,8.750555348152303e-05,201.36167812347412
24,2.420462165281893,2.420462165281893,0.8173066219348171,3.7276384227392554,3.7276384227392554,0.686092690637004,8.644843137107063e-05,196.09441828727722
25,2.4969870304276762,2.4969870304276762,0.8157976303411468,4.157171514488447,4.157171514488447,0.6853014351850207,8.535533905932742e-05,194.65352821350098
26,2.461566382073639,2.461566382073639,0.8154852635671173,6.154073416063217,6.154073416063217,0.686589890367027,8.422735529643448e-05,200.18642783164978
27,2.4637291601246503,2.4637291601246503,0.8152534122552058,4.466790062840899,4.466790062840899,0.6874487598676178,8.306559326618263e-05,200.42942309379578
28,2.507690504979781,2.507690504979781,0.8160623314869394,3.5418485037553133,3.5418485037553133,0.6854938163773714,8.187119948743452e-05,198.54765009880066
29,2.466752679751388,2.466752679751388,0.8150062754856923,4.252682811224374,4.252682811224374,0.6860587129478022,8.064535268264887e-05,196.57216691970825
30,2.45497933350873,2.45497933350873,0.8147275340585253,5.432261168089631,5.432261168089631,0.68869918557447,7.938926261462371e-05,197.07661247253418
31,2.4666392336037375,2.4666392336037375,0.8158301759960768,3.235389767971753,3.235389767971753,0.6846358151459383,7.810416889260659e-05,195.1365303993225
32,2.500962507695049,2.500962507695049,0.8145948990691606,4.795228336081041,4.795228336081041,0.6870939646649518,7.679133974894988e-05,193.8521909713745
33,2.4864914169373193,2.4864914169373193,0.8149767437294743,4.086416625602815,4.086416625602815,0.6862735702227013,7.545207078751862e-05,197.32477068901062
34,2.445655253866579,2.445655253866579,0.8144857758984215,3.637571821131741,3.637571821131741,0.6858979667266485,7.408768370508582e-05,199.40486311912537
35,2.4400474949407944,2.4400474949407944,0.8140788707643927,3.3375485836499585,3.3375485836499585,0.6880819321495217,7.26995249869774e-05,196.62509489059448
36,2.450768452545536,2.450768452545536,0.8143467153765248,4.2409192143592085,4.2409192143592085,0.6867522893375758,7.12889645782537e-05,197.282555103302
37,2.4865284906782037,2.4865284906782037,0.8157827589157155,4.222403894836145,4.222403894836145,0.6849617482779038,6.985739453173908e-05,197.15908002853394
38,2.4512914355334896,2.4512914355334896,0.815549620847039,5.1941979594755825,5.1941979594755825,0.6874712668626793,6.840622763423397e-05,195.345769405365
