Timestamp,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,ul_turbo_iters
1.66922E+12,9.85714,7,0,0.003648,2,0,7,13.8571,14,0,0.1,4,0,31.8005,31,6,6,1
1.66922E+12,11.4308,65,0,0.112576,16,0,7,15.1803,61,0,0.792224,18,0,28.0224,31,105,156,1
1.66922E+12,10.8615,65,0,0.161792,22,0,7,13.3529,17,0,0.1,5,0,32.0857,31,167,204,1
1.66922E+12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,11.2381,21,0,0.037568,6,0,7,12.2353,17,0,0.1,5,0,33.1379,31,33,48,1
1.66922E+12,9.68421,19,0,0.009696,5,0,7,13.0952,21,0,0.1,6,0,32.7335,31,15,15,1
1.66922E+12,12,4,0,0.002336,1,0,7,0,0,0,0,0,0,0,0,3,3,0
1.66922E+12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,6.85714,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,6,15.8158,38,0,0.58224,11,0,28.273,31,0,0,1
1.66922E+12,5.71429,14,0,0.004608,4,0,6,12.1429,7,0,0.1,2,0,33.9754,31,12,12,1
1.66922E+12,0,0,0,0,0,0,6,13.2857,7,0,0.1,2,0,33.6033,31,0,0,1
1.66922E+12,9.32,25,0,0.01248,7,0,6.16667,14.7143,14,0,0.1,4,0,32.8808,31,21,21,1
1.66922E+12,9.08163,98,0,0.194304,28,0,6,14.7636,55,0,0.646656,16,0,30.3457,31,281,306,1
1.66922E+12,8,4,0,0.001568,1,0,6,13.2857,7,0,0.1,2,0,34.3175,31,3,3,1
1.66922E+12,0,0,0,0,0,0,6.14286,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5.83333,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5.85714,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5.16667,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5.14286,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5.16667,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,15.8158,38,0,0.58224,11,0,30.1967,31,0,0,1
1.66922E+12,6.77778,18,0,0.006272,5,0,5,14.4286,7,0,0.1,2,0,33.3656,31,15,15,1
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,5.34615,52,0,0.016,15,0,5,14.7551,49,0,0.555808,14,0,31.7078,31,45,45,1
1.66922E+12,6.35897,273,0,0.34096,78,0,5,14.8404,94,0,0.969312,27,0,31.9621,31,955,753,1
1.66922E+12,6.7,70,0,0.058688,20,0,5,15.5,28,0,0.345568,8,0,31.1839,31,82,129,1
1.66922E+12,6.91459,281,0,0.483872,80,0,5.16667,14.9189,37,0,0.275936,11,0,32.7147,31,1205,1005,1
