Timestamp,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,ul_turbo_iters
1669219208070,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1669219208320,0,0,0,0,0,0,5.14286,0,0,0,0,0,0,0,0,0,0,0
1669219208570,0,0,0,0,0,0,5.33333,0,0,0,0,0,0,0,0,0,0,0
1669219208820,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0
1669219209070,0,0,0,0,0,0,5.66667,0,0,0,0,0,0,0,0,0,0,0
1669219209320,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1669219209570,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1669219209820,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1669219210070,0,0,0,0,0,0,6.16667,0,0,0,0,0,0,0,0,0,0,0
1669219210320,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1669219210570,0,0,0,0,0,0,6.16667,0,0,0,0,0,0,0,0,0,0,0
1669219210820,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
1669219211070,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219211320,0,0,0,0,0,0,6.85714,0,0,0,0,0,0,0,0,0,0,0
1669219211570,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219211820,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219212070,0,0,0,0,0,0,6.33333,0,0,0,0,0,0,0,0,0,0,0
1669219212320,0,3,0,0.001568,1,0,6,13.7143,7,0,0.1,2,0,31.0935,31,0,3,1
1669219212570,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
